total/epochs,rollout/episode_steps,train/loss_critic,obs_rms_mean,reference_actor_Q_mean,rollout/actions_mean,train/param_noise_distance,rollout/Q_mean,rollout/return_history,obs_rms_std,reference_Q_std,AI_distance,rollout/return,reference_actor_Q_std,reference_perturbed_action_std,AI_return,rollout/actions_std,total/steps_per_second,rollout/episodes,train/loss_actor,reference_Q_mean,total/duration,reference_action_std,total/steps,AI_success_rate,total/episodes,param_noise_stddev,reference_action_mean,reference_perturbed_action_mean
432,194.51362305786984,1250.92236328125,0.46421298384666443,1320.9365234375,0.234613835811615,0.20883423432707787,1999.0418701171875,5647.3117385165415,2.985020399093628,928.9617919921875,2.050800178037396,4658.028370608271,922.3488159179688,0.9835755825042725,5526.611943791766,0.9189613461494446,66.52101501002436,4441.0,-2161.32470703125,1285.060546875,12988.376678705215,0.977563202381134,864000,0.546,4441.0,0.0033160723485136726,0.029981331899762154,0.08269684761762619
433,194.52280386430016,1801.8673095703125,0.4641779363155365,1300.8719482421875,0.2346436083316803,0.1974490661919117,1999.7379150390625,5595.862452771703,2.9816505908966064,920.698486328125,2.0451192708799155,4660.479567731018,913.8593139648438,0.9580705165863037,5527.506365540628,0.9189836978912354,66.5124448511249,4451.0,-2112.9443359375,1267.65625,13020.119797706604,0.9583732485771179,866000,0.546,4451.0,0.0034507181833134453,0.17537876963615417,0.21398311853408813
434,194.54113427482628,1901.09814453125,0.4642218053340912,1364.865478515625,0.2347906231880188,0.2057775530219078,2000.5948486328125,5600.730700604382,2.978295087814331,899.654541015625,2.0501193756485554,4663.1944785517835,899.4015502929688,0.9799707531929016,5524.379739489799,0.9189620614051819,66.50322144364901,4461.0,-2135.79833984375,1330.68359375,13051.999304056168,0.9703888893127441,868000,0.548,4461.0,0.0034507181833134453,0.19312775135040283,0.1207023486495018
435,194.52571556350625,1418.45361328125,0.4641406536102295,1339.240234375,0.23497620224952698,0.19675264105200768,2001.0137939453125,5628.168923988373,2.9749462604522705,919.769287109375,2.041118747438546,4665.21830888973,917.128662109375,0.9878957271575928,5522.408496268645,0.9189713001251221,66.49400610662254,4472.0,-2136.883056640625,1299.21533203125,13083.886066436768,0.9799206852912903,870000,0.5505,4472.0,0.0033827254027187976,-0.0432962141931057,-0.030506208539009094
436,194.53993752788932,1298.333251953125,0.46425625681877136,1354.57666015625,0.2350040078163147,0.20133990228176116,2002.185546875,5682.500314733821,2.97162127494812,935.7442016601562,2.044698394261924,4669.281054268463,935.0411376953125,0.9814579486846924,5526.5020084072785,0.9189918637275696,66.48661293005331,4482.0,-2156.236083984375,1312.684326171875,13115.422211647034,0.9852531552314758,872000,0.5495,4482.0,0.0038883556208891092,0.04006783664226532,0.06588089466094971
437,194.57359162769984,2072.914794921875,0.4643816649913788,1422.348388671875,0.23507261276245117,0.19127923384308815,2003.432373046875,5792.405796032116,2.968308448791504,928.983642578125,2.0450102760754323,4673.881486769234,928.003662109375,0.9817708730697632,5536.278569949856,0.9189936518669128,66.47305406891594,4491.0,-2131.2138671875,1385.9097900390625,13148.184813261032,0.992062509059906,874000,0.549,4491.0,0.0035908311789358866,-0.011439320631325245,-0.033427562564611435
438,194.5599733451799,1296.5782470703125,0.46439388394355774,1464.179443359375,0.2350613921880722,0.20075760662555694,2004.2720947265625,5873.129901747397,2.964996099472046,936.7946166992188,2.043275536821694,4676.978665538634,935.9226684570312,0.9828488230705261,5533.316460109544,0.9190250039100647,66.46435197765739,4502.0,-2145.235595703125,1430.010009765625,13179.997606754303,0.9910622239112854,876000,0.551,4502.0,0.003663006885632498,-0.033516161143779755,-0.001950613223016262
439,194.5565159574468,1016.0437622070312,0.46450376510620117,1471.59228515625,0.23525717854499817,0.1933241995424032,2005.525390625,5919.033159468712,2.961695909500122,934.4036865234375,2.0414156958785394,4679.358656633604,931.2012329101562,0.983299732208252,5536.901901693538,0.91898113489151,66.45508670685264,4512.0,-2123.213134765625,1435.3916015625,13211.930696487427,0.9892783164978027,878000,0.5515,4512.0,0.0030623371783898953,-0.021425489336252213,-0.09229989349842072
440,194.6354788763548,1193.584716796875,0.4645404517650604,1480.556396484375,0.2350730299949646,0.2085196617245674,2006.491455078125,6066.965426997859,2.958425760269165,933.25830078125,2.0404646442286216,4683.881445051429,931.8734130859375,0.9748846888542175,5541.62042788567,0.9190145134925842,66.44553155354279,4521.0,-2158.2529296875,1447.903076171875,13243.930470943451,0.9817246198654175,880000,0.5525,4521.0,0.0034507181833134453,0.12463550269603729,0.09564672410488129
441,194.63893180313397,1412.71240234375,0.4645328223705292,1422.828857421875,0.23519793152809143,0.197223764359951,2006.5384521484375,6070.218561301316,2.9551823139190674,934.5280151367188,2.0424477977489173,4685.977460120012,930.3038330078125,0.9834295511245728,5540.298466313843,0.9190407991409302,66.43611233850324,4531.0,-2114.189208984375,1391.791748046875,13275.91228556633,0.9813380837440491,882000,0.5525,4531.0,0.0034507181833134453,0.06483131647109985,0.061694078147411346
442,194.68700440528633,1486.421875,0.46454039216041565,1345.072265625,0.23516316711902618,0.20984941735863685,2007.124267578125,6110.105259257825,2.95194411277771,924.2110595703125,2.0440465384262976,4689.139759028147,914.5736083984375,0.9882160425186157,5538.602562782554,0.9190680980682373,66.42675882042333,4540.0,-2158.561767578125,1318.720703125,13307.890008449554,0.9937240481376648,884000,0.551,4540.0,0.0033827254027187976,-0.03322369605302811,-0.00981659721583128
443,194.64952757635683,1411.0308837890625,0.46447739005088806,1345.192138671875,0.23514963686466217,0.2028099898993969,2007.5328369140625,6006.309354593201,2.94884991645813,902.619873046875,2.043576052116643,4690.051744985733,896.280029296875,0.9847881197929382,5529.19782943059,0.9190936088562012,66.41799316509692,4551.0,-2131.32373046875,1313.291259765625,13339.758667469025,0.9795172214508057,886000,0.552,4551.0,0.0034507181833134453,0.09230416268110275,0.057789336889982224
444,194.6374397194213,1190.1632080078125,0.46449705958366394,1292.6602783203125,0.2351636290550232,0.19837338164448737,2008.2725830078125,6005.092539858157,2.945594072341919,896.1987915039062,2.0261862256791803,4693.187026763873,889.2799072265625,0.991845965385437,5540.297846709456,0.91912841796875,66.40896636443202,4562.0,-2167.0068359375,1259.2259521484375,13371.688321828842,0.9890755414962769,888000,0.5545,4562.0,0.003736633324033711,-0.04913970082998276,-0.011227985844016075
445,194.62948381452318,1332.3941650390625,0.4644794464111328,1243.3419189453125,0.2351069301366806,0.19927673697471618,2008.955810546875,6021.30969313203,2.942373514175415,914.3973999023438,2.03384631136409,4694.879100321102,910.5562744140625,0.9848135709762573,5541.236459087168,0.9191523790359497,66.40112929609401,4572.0,-2125.958251953125,1208.492431640625,13403.386500120163,0.9887873530387878,890000,0.5525,4572.0,0.0033160723485136726,-0.08855665475130081,-0.10679113864898682
446,194.56239092495636,2721.975341796875,0.4644995629787445,1277.8541259765625,0.23509302735328674,0.1999284493923187,2009.67529296875,5842.700925602753,2.9391918182373047,938.4717407226562,2.0425783169367095,4695.170240187357,929.9048461914062,0.9852680563926697,5536.074630347518,0.9191744327545166,66.39230409358352,4584.0,-2171.354736328125,1244.645263671875,13435.29211974144,0.987645149230957,892000,0.5515,4584.0,0.0032507326227954833,0.02019164338707924,-0.07044799625873566
447,194.5264417845484,1230.71337890625,0.46440044045448303,1303.365966796875,0.23501838743686676,0.20170594677329062,2009.8829345703125,5607.398666971206,2.9359748363494873,909.9550170898438,2.0381859286494515,4696.356947268666,901.0863037109375,0.9872800707817078,5535.612517947729,0.9192103147506714,66.3843900991255,4595.0,-2157.536865234375,1264.66650390625,13467.02136850357,0.987104594707489,894000,0.551,4595.0,0.0032507326227954833,-0.013835210353136063,-0.06709642708301544
448,194.52616720955484,1451.6834716796875,0.46447262167930603,1379.100341796875,0.23499785363674164,0.19254879653453827,2011.010986328125,5613.816787362407,2.932795763015747,904.7174072265625,2.0450752989932677,4697.90227829471,904.2775268554688,0.9837717413902283,5536.082284777787,0.9192084670066833,66.37571320397805,4605.0,-2140.76513671875,1339.963134765625,13498.913333654404,0.982295036315918,896000,0.5505,4605.0,0.003736633324033711,-0.133376345038414,-0.03184732794761658
449,194.58864325964456,1806.333740234375,0.4646364152431488,1388.2574462890625,0.23500312864780426,0.20247997120022773,2012.5205078125,5651.251548220516,2.9296271800994873,919.1162109375,2.044455632754696,4701.983974356818,914.5077514648438,0.9789729118347168,5545.611618689387,0.9192140102386475,66.36704010363377,4614.0,-2156.44873046875,1355.0732421875,13530.812864303589,0.9838712215423584,898000,0.5515,4614.0,0.003663006885632498,-0.1076108068227768,-0.07920275628566742
450,194.54172070903587,2324.19677734375,0.4645761251449585,1301.7430419921875,0.23501154780387878,0.19340972527861594,2013.11083984375,5564.025321797036,2.9264488220214844,942.102783203125,2.057725164024798,4703.401718518692,939.685302734375,0.978737473487854,5544.508969826211,0.9192247986793518,66.35656927091738,4626.0,-2177.8603515625,1266.757080078125,13563.088174819946,0.9778743386268616,900000,0.552,4626.0,0.00421053195794641,-0.08173801004886627,-0.12161129713058472
451,194.53127696289906,2820.573974609375,0.4645896255970001,1290.120849609375,0.23519888520240784,0.19641105964779854,2013.9345703125,5580.838710305982,2.9232795238494873,963.2955932617188,2.0554949806138922,4705.889006801815,960.6189575195312,0.9852165579795837,5545.205140723285,0.9192254543304443,66.3431998676101,4636.0,-2137.002197265625,1258.39208984375,13595.967662096024,0.980652928352356,902000,0.554,4636.0,0.0035908311789358866,-0.1777428537607193,-0.1397879719734192
452,194.54197158846318,1220.8975830078125,0.4646647870540619,1301.12548828125,0.23505859076976776,0.20169240981340408,2015.0333251953125,5587.042611928839,2.920142412185669,978.313232421875,2.0634749587214736,4709.065446163577,973.70361328125,0.9763965606689453,5549.826625524362,0.9192603230476379,66.33284618086847,4646.0,-2153.92919921875,1267.8248291015625,13628.240789413452,0.9835982918739319,904000,0.557,4646.0,0.0032507326227954833,-0.11494148522615433,-0.15529775619506836
453,194.53049828178695,1305.0704345703125,0.46456611156463623,1357.455810546875,0.23496899008750916,0.19582370147109032,2015.334228515625,5473.6495591892835,2.9170148372650146,954.093017578125,2.065459985632238,4709.077504420904,948.0807495117188,0.9535642862319946,5545.291257840827,0.9192987680435181,66.32450487682053,4656.0,-2127.437744140625,1317.973388671875,13660.109512805939,0.9737440347671509,906000,0.5565,4656.0,0.0032507326227954833,-0.17749877274036407,-0.2715021073818207
454,194.58401200171454,1445.6412353515625,0.4645376205444336,1310.3017578125,0.23484863340854645,0.20596477419137954,2015.923583984375,5647.802335035248,2.9139621257781982,955.1276245117188,2.064759955707845,4713.1167282607175,948.8211059570312,0.9834070205688477,5547.57524761765,0.919337272644043,66.31404995131118,4666.0,-2161.9677734375,1282.6551513671875,13692.422656536102,0.9826273322105408,908000,0.557,4666.0,0.0035908311789358866,0.12560293078422546,0.0312376469373703
455,194.62032085561498,1912.0355224609375,0.46454229950904846,1277.1358642578125,0.23487423360347748,0.19680335089564324,2016.73828125,5589.610322551731,2.910843849182129,954.6100463867188,2.0656248734084213,4715.053256412858,946.6802368164062,0.9767500758171082,5546.800590562869,0.9193342328071594,66.30582242041051,4675.0,-2152.026611328125,1247.993408203125,13724.284938812256,0.9777766466140747,910000,0.557,4675.0,0.0030623371783898953,-0.06396075338125229,-0.08366468548774719
456,194.6332977588047,1330.36767578125,0.4645671844482422,1290.8489990234375,0.2347048670053482,0.1931729033589363,2017.4298095703125,5742.515244988801,2.907733201980591,976.0296630859375,2.069841714723687,4717.700257302273,972.6806030273438,0.9666006565093994,5550.277741131201,0.919387936592102,66.29721009330872,4685.0,-2152.46337890625,1262.340576171875,13756.234971523285,0.9654173851013184,912000,0.557,4685.0,0.003663006885632498,-0.15104304254055023,-0.19085559248924255
457,194.6415335463259,1094.746337890625,0.4645688533782959,1341.62890625,0.23447565734386444,0.2048990923166275,2018.21142578125,5774.5452196490005,2.9046478271484375,938.7077026367188,2.068944759111703,4719.321553709141,932.2568359375,0.9728644490242004,5549.90662703733,0.9194552302360535,66.28707883623093,4695.0,-2172.426513671875,1308.2120361328125,13788.509254693985,0.9757356643676758,914000,0.557,4695.0,0.0033827254027187976,-0.12083522975444794,-0.1533866673707962
458,194.5991077119184,3795.188720703125,0.4644120931625366,1336.298095703125,0.23443451523780823,0.20590549051761628,2018.2388916015625,5706.190246408731,2.9015557765960693,969.5834350585938,2.071122868232146,4719.664112405391,964.9347534179688,0.9795823693275452,5544.81695492183,0.9194910526275635,66.27838680068452,4707.0,-2148.59619140625,1304.494384765625,13820.493289232254,0.9836961627006531,916000,0.5555,4707.0,0.003663006885632498,-0.09817831218242645,-0.0380447581410408
459,194.59910960356157,2689.720703125,0.46444573998451233,1302.0767822265625,0.23484191298484802,0.20649486184120178,2019.002197265625,5594.540595916891,2.8984625339508057,970.8831787109375,2.0693236362253966,4722.592162190512,964.36572265625,0.9812958240509033,5552.1069662337195,0.9194262027740479,66.268358911147,4717.0,-2144.696533203125,1268.20556640625,13852.764955759048,0.9858378767967224,918000,0.556,4717.0,0.003663006885632498,-0.007475507445633411,0.03817126527428627
460,194.55351099830796,2342.04296875,0.4643611013889313,1246.353759765625,0.23486045002937317,0.21009762987494468,2019.609130859375,5655.173305782107,2.895395278930664,948.5707397460938,2.0765542184795116,4722.93918670224,938.08056640625,0.984883725643158,5549.034788174062,0.9194429516792297,66.2598814034925,4728.0,-2132.935546875,1218.4083251953125,13884.721501350403,0.9889283180236816,920000,0.557,4728.0,0.0034507181833134453,0.06863489747047424,0.08612034469842911
461,194.50105485232066,1242.2427978515625,0.464218407869339,1216.28271484375,0.23470962047576904,0.2187792819738388,2019.768310546875,5483.272197766658,2.8923256397247314,946.1947631835938,2.061030575251438,4723.558648726138,936.8005981445312,0.985605001449585,5548.92494881533,0.9195066094398499,66.25070602044468,4740.0,-2139.537841796875,1187.259033203125,13916.83282160759,0.9848873615264893,922000,0.5585,4740.0,0.0035908311789358866,-0.07013201713562012,-0.09851054847240448
462,194.51242105263157,1300.7108154296875,0.4643495976924896,1269.129150390625,0.23479226231575012,0.21762680500745774,2020.867919921875,5542.402317645597,2.889298677444458,916.9004516601562,2.0714348723080507,4725.9432955115435,909.5838623046875,0.9823729395866394,5547.354563640745,0.9195128083229065,66.24235918834846,4750.0,-2157.900146484375,1237.4654541015625,13948.778565883636,0.981725811958313,924000,0.5575,4750.0,0.0031866803478046105,0.0061926525086164474,0.02566978707909584
463,194.4917034236505,956.3579711914062,0.4642811119556427,1247.78173828125,0.23475004732608795,0.19796071752905844,2021.377197265625,5534.3202098447655,2.886258125305176,912.1686401367188,2.0731608072862677,4727.823761389616,904.8234252929688,0.9811527729034424,5546.843830675457,0.9195539355278015,66.23435309138338,4761.0,-2172.745849609375,1217.50927734375,13980.660439491272,0.9835521578788757,926000,0.557,4761.0,0.0030623371783898953,-0.00603276863694191,-0.08131717890501022
464,194.4875288199539,1110.130859375,0.46433743834495544,1236.938720703125,0.23487210273742676,0.2127466717362404,2022.1956787109375,5493.939943152742,2.883209228515625,899.208740234375,2.072581268741155,4730.818819448255,889.0269775390625,0.9804322123527527,5548.018492275039,0.9195512533187866,66.22406454390165,4771.0,-2140.499755859375,1209.699462890625,14013.032972097397,0.9821040630340576,928000,0.5575,4771.0,0.0035908311789358866,-0.0677807405591011,-0.07400854676961899
465,194.4537850271853,1241.0704345703125,0.4643024504184723,1282.456787109375,0.23498722910881042,0.2005348913371563,2022.7830810546875,5453.950391006194,2.8801774978637695,826.6987915039062,2.0702921182091756,4732.63451177983,813.07177734375,0.987952470779419,5545.669709999018,0.9195785522460938,66.21522256341032,4782.0,-2151.98583984375,1245.560791015625,14045.108722686768,0.9851444959640503,930000,0.559,4782.0,0.0035908311789358866,-0.011228127405047417,-0.005798452068120241
466,194.46911519198665,1440.63232421875,0.46429693698883057,1291.333984375,0.2347802370786667,0.21456280797719957,2023.619140625,5500.560853886132,2.877182960510254,827.080810546875,2.0713632392840045,4735.566502912329,816.839111328125,0.9859635829925537,5549.884387769376,0.9196399450302124,66.20688398655723,4792.0,-2144.02880859375,1256.6434326171875,14077.086004972458,0.9890963435173035,932000,0.558,4792.0,0.0035908311789358866,-0.05223304033279419,0.05850517004728317
467,194.44888611284614,1713.00830078125,0.4641960561275482,1251.117431640625,0.23505030572414398,0.19174468651413917,2024.217529296875,5588.262455088684,2.8741977214813232,848.4933471679688,2.0657030776020693,4737.902662430461,838.2019653320312,0.989423394203186,5544.273763113056,0.9196004867553711,66.197105747594,4803.0,-2153.978759765625,1211.6280517578125,14109.378188848495,0.9932196140289307,934000,0.5595,4803.0,0.0038117396538467885,-0.022455422207713127,-0.020121242851018906
468,194.432993974652,1062.561279296875,0.4642421305179596,1263.8778076171875,0.23523688316345215,0.19798134565353392,2025.218505859375,5623.234334803311,2.871198892593384,877.0869140625,2.0675182474198337,4739.90295905953,866.8950805664062,0.9787610173225403,5543.203455235694,0.9195785522460938,66.18922244064039,4813.0,-2170.425537109375,1227.508544921875,14141.2750518322,0.9812052249908447,936000,0.56,4813.0,0.0035908311789358866,-0.07211685925722122,-0.12960651516914368
469,194.40878938640134,1067.3291015625,0.464158296585083,1291.07470703125,0.2353426218032837,0.19410640478134156,2025.645263671875,5615.512757060982,2.868218183517456,878.6770629882812,2.0595591586029367,4741.372547808265,866.5302734375,0.9852295517921448,5544.396371022874,0.9195907115936279,66.1804748022235,4824.0,-2174.035400390625,1254.689453125,14173.36461853981,0.9914084076881409,938000,0.5585,4824.0,0.003663006885632498,-0.03286084532737732,-0.04161437600851059
470,194.38014477766288,1232.4410400390625,0.46417853236198425,1246.4599609375,0.23543767631053925,0.20854713439941405,2026.418701171875,5681.864416247807,2.865246057510376,919.5484008789062,2.056564198892618,4743.444097432879,904.7304077148438,0.9802287220954895,5549.111844765786,0.9195942282676697,66.17370015847601,4835.0,-2111.60693359375,1208.928466796875,14205.03912806511,0.9783265590667725,940000,0.5595,4835.0,0.0033160723485136726,-0.12739957869052887,-0.14250971376895905
471,194.39938080495355,1290.81787109375,0.46427175402641296,1298.642578125,0.23554903268814087,0.21153786271810532,2027.3968505859375,5842.072154610505,2.862283706665039,882.7760620117188,2.0459718216679694,4747.277553841029,867.833984375,0.9871535301208496,5560.919409074222,0.9196141362190247,66.16393151595875,4845.0,-2187.2919921875,1262.2706298828125,14237.364352703094,0.9873954057693481,942000,0.562,4845.0,0.0031866803478046105,0.0053320592269301414,0.013220800086855888
472,194.42883625128732,1802.201416015625,0.4643895924091339,1342.42041015625,0.2356051355600357,0.19781682282686233,2028.2955322265625,5932.69752280793,2.859332323074341,876.4503173828125,2.0352831725016656,4751.6528980438015,862.8760986328125,0.981965959072113,5575.632119910208,0.9196120500564575,66.15123430777943,4855.0,-2163.014404296875,1301.7333984375,14270.330854415894,0.9869759678840637,944000,0.565,4855.0,0.0033827254027187976,-0.11096993833780289,-0.14878305792808533
473,194.39128647759966,4645.41455078125,0.4642656147480011,1391.589599609375,0.2358122617006302,0.20784879893064498,2028.6365966796875,5881.516390923145,2.856394052505493,850.0945434570312,2.0200640137500825,4752.770082188036,839.4664306640625,0.9747711420059204,5580.895479060196,0.9196272492408752,66.1403404400566,4866.0,-2157.7607421875,1355.99072265625,14302.920028924942,0.9800240397453308,946000,0.568,4866.0,0.0035200776187980457,-0.02720642276108265,-0.1313619315624237
474,194.32882328823288,2382.553466796875,0.4642142951488495,1419.537109375,0.23595711588859558,0.19370905458927154,2029.2939453125,5804.177185454077,2.85345458984375,863.5330810546875,1.9962722763860632,4753.841259017509,856.5081787109375,0.9898386597633362,5595.431592033696,0.9196190237998962,66.1305184268269,4878.0,-2185.531982421875,1388.5233154296875,14335.287588119507,0.984330415725708,948000,0.571,4878.0,0.0034507181833134453,-0.10300877690315247,-0.09418416768312454
475,194.34990791896868,1604.55029296875,0.46430739760398865,1385.1539306640625,0.23591521382331848,0.19946339562535287,2030.493408203125,5893.6164155972665,2.850587844848633,855.8619995117188,1.9685617452415922,4757.259503409344,844.393798828125,0.987480640411377,5604.666073188511,0.91962069272995,66.12075616158732,4887.0,-2162.153564453125,1353.669189453125,14367.651780605316,0.9905979633331299,950000,0.574,4887.0,0.003736633324033711,-0.00816221535205841,0.09956610202789307
476,194.3861547886461,1106.69677734375,0.4644050598144531,1312.177490234375,0.23614807426929474,0.20193795382976532,2031.465576171875,5969.883333829534,2.8476650714874268,878.3255004882812,1.9645970656575098,4761.354995727299,873.4260864257812,0.9847016334533691,5612.121987927195,0.9195945262908936,66.1083375512972,4897.0,-2185.40966796875,1277.086181640625,14400.604148626328,0.9850347638130188,952000,0.5755,4897.0,0.00421053195794641,0.07643818855285645,0.08317136764526367
477,194.36145069274653,4702.701171875,0.46438634395599365,1255.85791015625,0.23635868728160858,0.2034862807393074,2032.156005859375,5927.717393982765,2.84475040435791,900.7828369140625,1.9544947518668738,4763.684099606272,892.9669799804688,0.9851962924003601,5623.005484832516,0.9195681214332581,66.09942937184151,4908.0,-2186.594482421875,1221.63916015625,14432.802356481552,0.9826462268829346,954000,0.58,4908.0,0.0034507181833134453,-0.06327077001333237,0.08161129802465439
478,194.37474583163888,2772.610107421875,0.4643867313861847,1291.0712890625,0.23647475242614746,0.18861578807234763,2032.9495849609375,5968.59663079018,2.8418567180633545,870.2190551757812,1.9477451155502332,4766.284001398477,861.5294799804688,0.990048348903656,5628.406411482465,0.919551432132721,66.08986463831312,4918.0,-2162.159423828125,1256.75048828125,14465.152943372726,0.989794135093689,956000,0.5825,4918.0,0.0035908311789358866,-0.017006000503897667,0.033035457134246826
479,194.38481834787905,1418.0291748046875,0.4644843339920044,1290.0408935546875,0.23667237162590027,0.1961212332546711,2033.93994140625,6046.253055649696,2.8389675617218018,878.7117919921875,1.9424718476938598,4769.134613521594,867.9746704101562,0.9919425249099731,5635.164870828416,0.919525682926178,66.07981233207094,4927.0,-2159.492919921875,1255.082275390625,14497.619865894318,0.9867611527442932,958000,0.585,4927.0,0.0033160723485136726,-0.020460430532693863,-0.027701810002326965
480,194.3906439854192,1590.35302734375,0.46439599990844727,1322.1875,0.2368011176586151,0.20136218696832656,2034.366943359375,6007.815870588386,2.836090326309204,885.5083618164062,1.923823862523928,4771.356499938161,871.8327026367188,0.9709685444831848,5640.04202665741,0.9195353388786316,66.07182847360193,4938.0,-2156.9345703125,1280.6226806640625,14529.641788005829,0.9766795039176941,960000,0.588,4938.0,0.0031866803478046105,-0.14661066234111786,-0.13415470719337463
481,194.36977167104465,1428.43994140625,0.4643183946609497,1315.64697265625,0.23686790466308594,0.2036413113027811,2034.9005126953125,5852.049029249024,2.83321475982666,881.1836547851562,1.9094520669369537,4773.159865710947,875.8599243164062,0.9915246963500977,5647.100280898826,0.9195359349250793,66.06307100973788,4949.0,-2154.78271484375,1282.722900390625,14561.841968536377,0.981863796710968,962000,0.5925,4949.0,0.0033160723485136726,-0.0641416609287262,-0.038503244519233704
482,194.33770161290323,1480.626220703125,0.4642202854156494,1255.35205078125,0.23720115423202515,0.20279714927077294,2035.31591796875,5927.527136552893,2.8303444385528564,912.093505859375,1.9015686779627814,4774.510494726851,906.0745239257812,0.9855547547340393,5648.276879261833,0.9194834232330322,66.05494635104725,4960.0,-2155.603271484375,1226.082275390625,14593.910876512527,0.9871043562889099,964000,0.5955,4960.0,0.0033160723485136726,-0.05558294430375099,-0.07354539632797241
483,194.33762575452715,1389.950439453125,0.46414294838905334,1263.0677490234375,0.23723526298999786,0.2053001993894577,2035.92041015625,5885.889837759317,2.8274972438812256,922.9602661132812,1.894976576874393,4775.612570903775,916.982666015625,0.9845603704452515,5651.619922417854,0.919491171836853,66.04491072933561,4970.0,-2163.612060546875,1235.49853515625,14626.410866975784,0.9885186553001404,966000,0.598,4970.0,0.0034507181833134453,0.026623770594596863,-0.08328622579574585
484,194.35863453815261,1452.04345703125,0.4640650451183319,1272.642333984375,0.23721005022525787,0.18283150255680083,2036.46240234375,5943.26413337062,2.824674606323242,902.68115234375,1.8950310361925022,4777.830274548225,897.9246826171875,0.9887297749519348,5653.79741467867,0.919511616230011,66.03457243446036,4980.0,-2176.84619140625,1244.645263671875,14658.987925767899,0.992400050163269,968000,0.597,4980.0,0.0035908311789358866,-0.004470960237085819,-0.07424275577068329
485,194.32398316970546,1306.7620849609375,0.46405720710754395,1324.35400390625,0.23752935230731964,0.21027907446026803,2036.9544677734375,5745.03892468129,2.8218395709991455,903.2979736328125,1.8825110319876495,4779.33510627227,897.3078002929688,0.978643000125885,5656.204118289701,0.9194877743721008,66.02596612864859,4991.0,-2153.44140625,1294.5240478515625,14691.189798116684,0.9807928800582886,970000,0.599,4991.0,0.00396651156886898,-0.07785031944513321,-0.006973911076784134
486,194.28968412634947,1273.76220703125,0.463943213224411,1382.8759765625,0.23745112121105194,0.2014734663069248,2037.197509765625,5611.4707788484475,2.819014549255371,903.5444946289062,1.88734533229094,4778.958954689563,898.9378662109375,0.9828603267669678,5654.327241130685,0.9195423126220703,66.01765184497121,5002.0,-2171.221923828125,1338.781982421875,14723.33493900299,0.9490702152252197,972000,0.602,5002.0,0.0033827254027187976,-0.24576032161712646,-0.10767693817615509
487,194.27807699980053,1709.2425537109375,0.4638485014438629,1433.6072998046875,0.23744416236877441,0.18984489470720292,2037.4525146484375,5524.736106029359,2.816192865371704,886.2920532226562,1.8848364973650018,4779.885080493178,885.8953857421875,0.9817326068878174,5651.848865592278,0.9195577502250671,66.00938234521485,5013.0,-2151.38818359375,1395.30419921875,14755.478166818619,0.975781261920929,974000,0.602,5013.0,0.003663006885632498,-0.09924394637346268,-0.11629510670900345
488,194.28050965558432,1229.5994873046875,0.464040607213974,1487.35791015625,0.23733410239219666,0.18933440312743188,2038.658447265625,5478.839542606946,2.813391923904419,932.6513671875,1.8835066593811414,4782.67619624366,942.7767944335938,0.9812099933624268,5652.945588987624,0.9195810556411743,65.99756415447162,5023.0,-2186.4990234375,1450.355224609375,14788.424580574036,0.9856434464454651,976000,0.6035,5023.0,0.0032507326227954833,-0.09214480221271515,-0.07846531271934509
489,194.3063779058216,2809.37158203125,0.4641011655330658,1375.207763671875,0.23748141527175903,0.2123608672618866,2039.0877685546875,5526.929578222922,2.810587167739868,920.2772827148438,1.863086250510797,4785.191928454659,921.4745483398438,0.9723471999168396,5659.025570759455,0.9195587635040283,65.98915426229655,5033.0,-2141.474365234375,1340.900146484375,14820.617280721664,0.9823402166366577,978000,0.6055,5033.0,0.0032507326227954833,0.056126803159713745,0.12620475888252258
490,194.29347610549277,3574.919677734375,0.46413660049438477,1318.84912109375,0.2374437004327774,0.20487336203455925,2039.7796630859375,5543.532446967475,2.807786226272583,917.7909545898438,1.8647677533089568,4787.239509519527,914.5419921875,0.9793576002120972,5665.168617592681,0.9195953607559204,65.97969742364971,5043.0,-2171.44189453125,1292.18896484375,14853.053867578506,0.9946755170822144,980000,0.6075,5043.0,0.0033160723485136726,-0.024720076471567154,-0.1165827214717865
491,194.28888009497427,1359.942626953125,0.4642079770565033,1314.123046875,0.23743964731693268,0.19861463516950606,2040.524658203125,5565.767464479345,2.8050079345703125,920.5242919921875,1.8736832615803425,4789.071573201809,917.148681640625,0.9811329245567322,5665.677335382573,0.9196203351020813,65.97116144336292,5054.0,-2186.757080078125,1287.888916015625,14885.291974782944,0.988001823425293,982000,0.607,5054.0,0.0033827254027187976,0.02157866209745407,0.08089157938957214
492,194.2726554787759,1391.50439453125,0.46423235535621643,1308.9210205078125,0.2374805510044098,0.20113883689045906,2041.184814453125,5629.058805321253,2.802229881286621,916.1897583007812,1.8781161623449514,4790.660524341615,913.2705078125,0.9699873924255371,5668.261475486148,0.9196290373802185,65.96334321420932,5065.0,-2158.722900390625,1275.5206298828125,14917.376106977463,0.9812788963317871,984000,0.6075,5065.0,0.0038883556208891092,-0.16055350005626678,-0.17319975793361664
